Dataset,Run,Explainer,Probability,P1,P2
25,26,Beta,0.4601499,26,98
25,26,Beta,0.4544131,30,18
25,26,Beta,0.4532733,30,24
25,26,Beta,0.45393866,30,33
25,26,Beta,0.45960987,31,18
25,26,Beta,0.45638993,31,24
25,26,Beta,0.4610519,31,26
25,26,Beta,0.45015362,31,32
25,26,Beta,0.47079727,31,33
25,26,Beta,0.45334014,31,42
25,26,Beta,0.46192035,31,50
25,26,Beta,0.45872852,31,74
25,26,Beta,0.46253818,31,98
25,26,Beta,0.4586018,32,9
25,26,Beta,0.4559622,32,18
25,26,Beta,0.45789623,32,22
25,26,Beta,0.46144414,32,24
25,26,Beta,0.451488,32,25
25,26,Beta,0.45529342,32,26
25,26,Beta,0.45032203,32,31
25,26,Beta,0.46693486,32,33
25,26,Beta,0.4591288,32,46
25,26,Beta,0.4576615,32,98
25,26,Beta,0.4488422,33,18
25,26,Beta,0.44653994,33,22
25,26,Beta,0.45452914,33,24
25,26,Beta,0.45646387,33,26
25,26,Beta,0.44724703,33,30
25,26,Beta,0.45211294,33,31
25,26,Beta,0.44112036,33,32
25,26,Beta,0.4428812,33,42
25,26,Beta,0.44871333,33,74
25,26,Beta,0.4510879,33,98
25,26,Beta,0.44771963,39,18
25,26,Beta,0.45067704,39,26
25,26,Beta,0.45470303,39,42
25,26,Beta,0.4483222,40,9
25,26,Beta,0.45720616,42,18
25,26,Beta,0.4443816,42,25
25,26,Beta,0.44974628,42,26
25,26,Beta,0.45148063,42,31
25,26,Beta,0.45887792,42,33
25,26,Beta,0.45525575,42,39
25,26,Beta,0.44959852,46,18
25,26,Beta,0.4558957,46,32
25,26,Beta,0.45748886,46,50
25,26,Beta,0.45629025,46,98
25,26,Beta,0.45489365,50,18
25,26,Beta,0.4471277,50,31
25,26,Beta,0.45693994,50,46
25,26,Beta,0.4516526,51,9
25,26,Beta,0.43831435,53,18
25,26,Beta,0.4511268,54,9
25,26,Beta,0.45615,54,17
25,26,Beta,0.44424525,60,18
25,26,Beta,0.44517344,60,25
25,26,Beta,0.45500904,60,98
25,26,Beta,0.44809112,61,9
25,26,Beta,0.4456081,62,9
25,26,Beta,0.43633527,69,9
25,26,Beta,0.44687533,71,9
25,26,Beta,0.45255044,74,18
25,26,Beta,0.46078897,74,24
25,26,Beta,0.45705703,74,26
25,26,Beta,0.4488618,74,31
25,26,Beta,0.46442866,74,33
25,26,Beta,0.45684746,74,98
25,26,Beta,0.4470888,76,18
25,26,Beta,0.44643775,76,26
25,26,Beta,0.4462161,97,9
25,26,Beta,0.45105353,98,18
25,26,Beta,0.4542333,98,24
25,26,Beta,0.4559605,98,26
25,26,Beta,0.45806757,98,31
25,26,Beta,0.44838378,98,32
25,26,Beta,0.4608664,98,33
25,26,Beta,0.4547044,98,46
25,26,Beta,0.45476758,98,60
25,26,Beta,0.45710528,98,74
25,27,Beta,0.44836986,7,18
25,27,Beta,0.49700746,9,12
25,27,Beta,0.5144042,9,14
25,27,Beta,0.5074337,9,17
25,27,Beta,0.500042,9,18
25,27,Beta,0.51392686,9,23
25,27,Beta,0.5048381,9,32
25,27,Beta,0.5189461,9,40
25,27,Beta,0.53510565,9,51
25,27,Beta,0.50133306,9,54
25,27,Beta,0.5045452,9,61
25,27,Beta,0.52278036,9,62
25,27,Beta,0.50659657,9,69
25,27,Beta,0.5118782,9,71
25,27,Beta,0.5106664,9,97
25,27,Beta,0.4422855,12,9
25,27,Beta,0.44926387,14,9
25,27,Beta,0.45439345,17,9
25,27,Beta,0.45726386,17,54
25,27,Beta,0.5832293,18,7
25,27,Beta,0.5344005,18,9
25,27,Beta,0.591233,18,19
25,27,Beta,0.58586013,18,20
25,27,Beta,0.537917,18,22
25,27,Beta,0.5397359,18,24
25,27,Beta,0.5282675,18,25
25,27,Beta,0.5382702,18,26
25,27,Beta,0.5387028,18,30
25,27,Beta,0.54382855,18,31
25,27,Beta,0.52946633,18,32
25,27,Beta,0.5400347,18,33
25,27,Beta,0.5495955,18,39
25,27,Beta,0.5387698,18,42
25,27,Beta,0.54178077,18,46
25,27,Beta,0.5390413,18,50
25,27,Beta,0.5612428,18,53
25,27,Beta,0.5413236,18,60
25,27,Beta,0.54099035,18,74
25,27,Beta,0.54374427,18,76
25,27,Beta,0.53923666,18,98
25,27,Beta,0.44287995,19,18
25,27,Beta,0.45344916,20,18
25,27,Beta,0.45350245,22,18
25,27,Beta,0.4531289,22,32
25,27,Beta,0.45353946,22,33
25,27,Beta,0.43843818,23,9
25,27,Beta,0.45371974,24,18
25,27,Beta,0.45159546,24,25
25,27,Beta,0.4601149,24,26
25,27,Beta,0.4627165,24,30
25,27,Beta,0.45655033,24,31
25,27,Beta,0.44514194,24,32
25,27,Beta,0.45909205,24,33
25,27,Beta,0.4603547,24,74
25,27,Beta,0.4559577,24,98
25,27,Beta,0.46165434,25,18
25,27,Beta,0.4613372,25,24
25,27,Beta,0.4544365,25,26
25,27,Beta,0.46090192,25,32
25,27,Beta,0.45316085,25,42
25,27,Beta,0.45380196,25,60
25,27,Beta,0.4658379,26,18
25,27,Beta,0.46708906,26,24
25,27,Beta,0.45840868,26,25
25,27,Beta,0.4596732,26,31
25,27,Beta,0.45314154,26,32
25,27,Beta,0.47288802,26,33
25,27,Beta,0.46688446,26,39
25,27,Beta,0.46405947,26,42
25,27,Beta,0.4628355,26,74
25,27,Beta,0.4649601,26,76
25,27,Beta,0.46442682,26,98
25,27,Beta,0.4521622,30,18
25,27,Beta,0.45712948,30,24
25,27,Beta,0.45115146,30,33
25,27,Beta,0.4586674,31,18
25,27,Beta,0.4603534,31,24
25,27,Beta,0.45881253,31,26
25,27,Beta,0.4529113,31,32
25,27,Beta,0.46021533,31,33
25,27,Beta,0.44921836,31,42
25,27,Beta,0.458435,31,50
25,27,Beta,0.46512607,31,74
25,27,Beta,0.45777208,31,98
25,27,Beta,0.4522622,32,9
25,27,Beta,0.45611382,32,18
25,27,Beta,0.44770014,32,22
25,27,Beta,0.46224502,32,24
25,27,Beta,0.44283745,32,25
25,27,Beta,0.44995165,32,26
25,27,Beta,0.45859852,32,31
25,27,Beta,0.4567611,32,33
25,27,Beta,0.4546709,32,46
25,27,Beta,0.4522917,32,98
25,27,Beta,0.4529942,33,18
25,27,Beta,0.44869053,33,22
25,27,Beta,0.45607206,33,24
25,27,Beta,0.44897354,33,26
25,27,Beta,0.4513877,33,30
25,27,Beta,0.44980294,33,31
25,27,Beta,0.4430642,33,32
25,27,Beta,0.45279503,33,42
25,27,Beta,0.45586103,33,74
25,27,Beta,0.4518792,33,98
25,27,Beta,0.44611573,39,18
25,27,Beta,0.45520097,39,26
25,27,Beta,0.45322558,39,42
25,27,Beta,0.45797333,40,9
25,27,Beta,0.45151696,42,18
25,27,Beta,0.45105234,42,25
25,27,Beta,0.45423883,42,26
25,27,Beta,0.45345312,42,31
25,27,Beta,0.45891884,42,33
25,27,Beta,0.45921737,42,39
25,27,Beta,0.4545328,46,18
25,27,Beta,0.45144492,46,32
25,27,Beta,0.45704767,46,50
25,27,Beta,0.4577324,46,98
25,27,Beta,0.45219892,50,18
25,27,Beta,0.45187294,50,31
25,27,Beta,0.44427076,50,46
25,27,Beta,0.44837886,51,9
25,27,Beta,0.44456318,53,18
25,27,Beta,0.452803,54,9
25,27,Beta,0.4571501,54,17
25,27,Beta,0.44684526,60,18
25,27,Beta,0.44679585,60,25
25,27,Beta,0.45320654,60,98
25,27,Beta,0.4444108,61,9
25,27,Beta,0.4435424,62,9
25,27,Beta,0.43101567,69,9
25,27,Beta,0.44387808,71,9
25,27,Beta,0.45300743,74,18
25,27,Beta,0.4614422,74,24
25,27,Beta,0.4503834,74,26
25,27,Beta,0.45422193,74,31
25,27,Beta,0.45944735,74,33
25,27,Beta,0.4543834,74,98
25,27,Beta,0.44665357,76,18
25,27,Beta,0.45049483,76,26
25,27,Beta,0.45099315,97,9
25,27,Beta,0.46099257,98,18
25,27,Beta,0.46010196,98,24
25,27,Beta,0.4571065,98,26
25,27,Beta,0.45593715,98,31
25,27,Beta,0.4501876,98,32
25,27,Beta,0.45574486,98,33
25,27,Beta,0.4583979,98,46
25,27,Beta,0.4549337,98,60
25,27,Beta,0.45691338,98,74
25,28,Beta,0.4439562,7,18
25,28,Beta,0.50656354,9,12
25,28,Beta,0.5084211,9,14
25,28,Beta,0.5186238,9,17
25,28,Beta,0.5081238,9,18
25,28,Beta,0.512956,9,23
25,28,Beta,0.4966095,9,32
25,28,Beta,0.5098582,9,40
25,28,Beta,0.5267173,9,51
25,28,Beta,0.497985,9,54
25,28,Beta,0.50413376,9,61
25,28,Beta,0.5155523,9,62
25,28,Beta,0.5100916,9,69
25,28,Beta,0.5174329,9,71
25,28,Beta,0.5192529,9,97
25,28,Beta,0.44928712,12,9
25,28,Beta,0.45315635,14,9
25,28,Beta,0.46321744,17,9
25,28,Beta,0.45080978,17,54
25,28,Beta,0.58596563,18,7
25,28,Beta,0.5383657,18,9
25,28,Beta,0.59828293,18,19
25,28,Beta,0.58938485,18,20
25,28,Beta,0.5354208,18,22
25,28,Beta,0.55215114,18,24
25,28,Beta,0.5362668,18,25
25,28,Beta,0.54010373,18,26
25,28,Beta,0.54046005,18,30
25,28,Beta,0.5442552,18,31
25,28,Beta,0.53451306,18,32
25,28,Beta,0.5407589,18,33
25,28,Beta,0.54675937,18,39
25,28,Beta,0.5358165,18,42
25,28,Beta,0.53852755,18,46
25,28,Beta,0.54485416,18,50
25,28,Beta,0.56311035,18,53
25,28,Beta,0.53988415,18,60
25,28,Beta,0.5462164,18,74
25,28,Beta,0.5423167,18,76
25,28,Beta,0.53753597,18,98
25,28,Beta,0.44773048,19,18
25,28,Beta,0.4549433,20,18
25,28,Beta,0.45631525,22,18
25,28,Beta,0.45298213,22,32
25,28,Beta,0.4623954,22,33
25,28,Beta,0.43975067,23,9
25,28,Beta,0.45718217,24,18
25,28,Beta,0.44937065,24,25
25,28,Beta,0.4548072,24,26
25,28,Beta,0.44655967,24,30
25,28,Beta,0.45838153,24,31
25,28,Beta,0.45005703,24,32
25,28,Beta,0.45473087,24,33
25,28,Beta,0.45608917,24,74
25,28,Beta,0.45257062,24,98
25,28,Beta,0.45640314,25,18
25,28,Beta,0.4647493,25,24
25,28,Beta,0.4600631,25,26
25,28,Beta,0.45740977,25,32
25,28,Beta,0.44899413,25,42
25,28,Beta,0.4609573,25,60
25,28,Beta,0.46451584,26,18
25,28,Beta,0.4616625,26,24
25,28,Beta,0.4589361,26,25
25,28,Beta,0.45824245,26,31
25,28,Beta,0.46218115,26,32
25,28,Beta,0.4595304,26,33
25,28,Beta,0.4670567,26,39
25,28,Beta,0.44291982,26,42
25,28,Beta,0.4602415,26,74
25,28,Beta,0.46947804,26,76
25,28,Beta,0.46390682,26,98
25,28,Beta,0.4470669,30,18
25,28,Beta,0.45342812,30,24
25,28,Beta,0.4501355,30,33
25,28,Beta,0.4642193,31,18
25,28,Beta,0.4612937,31,24
25,28,Beta,0.45272315,31,26
25,28,Beta,0.457823,31,32
25,28,Beta,0.4602913,31,33
25,28,Beta,0.45358008,31,42
25,28,Beta,0.46473053,31,50
25,28,Beta,0.46086958,31,74
25,28,Beta,0.4529178,31,98
25,28,Beta,0.45376647,32,9
25,28,Beta,0.44603145,32,18
25,28,Beta,0.44836095,32,22
25,28,Beta,0.4523931,32,24
25,28,Beta,0.44782618,32,25
25,28,Beta,0.45010245,32,26
25,28,Beta,0.4574403,32,31
25,28,Beta,0.45162866,32,33
25,28,Beta,0.4553704,32,46
25,28,Beta,0.45253214,32,98
25,28,Beta,0.45774034,33,18
25,28,Beta,0.45394707,33,22
25,28,Beta,0.45814496,33,24
25,28,Beta,0.44969386,33,26
25,28,Beta,0.4471294,33,30
25,28,Beta,0.44997123,33,31
25,28,Beta,0.4524207,33,32
25,28,Beta,0.44806358,33,42
25,28,Beta,0.45832238,33,74
25,28,Beta,0.44999623,33,98
25,28,Beta,0.45474532,39,18
25,28,Beta,0.45236146,39,26
25,28,Beta,0.44640142,39,42
25,28,Beta,0.4614416,40,9
25,28,Beta,0.45831266,42,18
25,28,Beta,0.45269606,42,25
25,28,Beta,0.44804487,42,26
25,28,Beta,0.454107,42,31
25,28,Beta,0.4576606,42,33
25,28,Beta,0.46053922,42,39
25,28,Beta,0.45191583,46,18
25,28,Beta,0.45400766,46,32
25,28,Beta,0.45587006,46,50
25,28,Beta,0.45654145,46,98
25,28,Beta,0.45170572,50,18
25,28,Beta,0.44524276,50,31
25,28,Beta,0.4397415,50,46
25,28,Beta,0.46043727,51,9
25,28,Beta,0.44204995,53,18
25,28,Beta,0.4567565,54,9
25,28,Beta,0.45214507,54,17
25,28,Beta,0.45561567,60,18
25,28,Beta,0.44834232,60,25
25,28,Beta,0.4583354,60,98
25,28,Beta,0.45184535,61,9
25,28,Beta,0.4454162,62,9
25,28,Beta,0.44080088,69,9
25,28,Beta,0.4478038,71,9
25,28,Beta,0.45868516,74,18
25,28,Beta,0.4635851,74,24
25,28,Beta,0.46055332,74,26
25,28,Beta,0.4521959,74,31
25,28,Beta,0.4540228,74,33
25,28,Beta,0.45344034,74,98
25,28,Beta,0.44334102,76,18
25,28,Beta,0.4483651,76,26
25,28,Beta,0.45343027,97,9
25,28,Beta,0.44996098,98,18
25,28,Beta,0.45769736,98,24
25,28,Beta,0.44919816,98,26
25,28,Beta,0.45383698,98,31
25,28,Beta,0.45168236,98,32
25,28,Beta,0.45707384,98,33
25,28,Beta,0.45179644,98,46
25,28,Beta,0.45624894,98,60
25,28,Beta,0.45415,98,74
25,29,Beta,0.44015855,7,18
25,29,Beta,0.50686383,9,12
25,29,Beta,0.5188192,9,14
25,29,Beta,0.5057557,9,17
25,29,Beta,0.505606,9,18
25,29,Beta,0.5186347,9,23
25,29,Beta,0.50828075,9,32
25,29,Beta,0.51953095,9,40
25,29,Beta,0.54333997,9,51
25,29,Beta,0.5052365,9,54
25,29,Beta,0.5040445,9,61
25,29,Beta,0.5288849,9,62
25,29,Beta,0.511652,9,69
25,29,Beta,0.5122547,9,71
25,29,Beta,0.5111801,9,97
25,29,Beta,0.4476872,12,9
25,29,Beta,0.44779044,14,9
25,29,Beta,0.447044,17,9
25,29,Beta,0.45172372,17,54
25,29,Beta,0.59347117,18,7
25,29,Beta,0.5392643,18,9
25,29,Beta,0.59730643,18,19
25,29,Beta,0.60022146,18,20
25,29,Beta,0.5388843,18,22
25,29,Beta,0.54818386,18,24
25,29,Beta,0.5384925,18,25
25,29,Beta,0.54769856,18,26
25,29,Beta,0.5478771,18,30
25,29,Beta,0.54513747,18,31
25,29,Beta,0.5496835,18,32
25,29,Beta,0.5467155,18,33
25,29,Beta,0.5468497,18,39
25,29,Beta,0.5420069,18,42
25,29,Beta,0.53513455,18,46
25,29,Beta,0.54796106,18,50
25,29,Beta,0.5765988,18,53
25,29,Beta,0.5435623,18,60
25,29,Beta,0.545941,18,74
25,29,Beta,0.54833126,18,76
25,29,Beta,0.54588425,18,98
25,29,Beta,0.44133228,19,18
25,29,Beta,0.4570409,20,18
25,29,Beta,0.45746705,22,18
25,29,Beta,0.45694512,22,32
25,29,Beta,0.45511937,22,33
25,29,Beta,0.43810377,23,9
25,29,Beta,0.45230556,24,18
25,29,Beta,0.44357753,24,25
25,29,Beta,0.45649725,24,26
25,29,Beta,0.45489267,24,30
25,29,Beta,0.45599356,24,31
25,29,Beta,0.4577076,24,32
25,29,Beta,0.45661396,24,33
25,29,Beta,0.45706835,24,74
25,29,Beta,0.45065108,24,98
25,29,Beta,0.45759654,25,18
25,29,Beta,0.46129736,25,24
25,29,Beta,0.46824384,25,26
25,29,Beta,0.45951426,25,32
25,29,Beta,0.45750692,25,42
25,29,Beta,0.45971766,25,60
25,29,Beta,0.46394503,26,18
25,29,Beta,0.4668739,26,24
25,29,Beta,0.4499422,26,25
25,29,Beta,0.46242735,26,31
25,29,Beta,0.46346518,26,32
25,29,Beta,0.47012147,26,33
25,29,Beta,0.46801758,26,39
25,29,Beta,0.45891544,26,42
25,29,Beta,0.4666215,26,74
25,29,Beta,0.46936348,26,76
25,29,Beta,0.46282676,26,98
25,29,Beta,0.45049322,30,18
25,29,Beta,0.45876577,30,24
25,29,Beta,0.45559737,30,33
25,29,Beta,0.45364112,31,18
25,29,Beta,0.46065414,31,24
25,29,Beta,0.4564916,31,26
25,29,Beta,0.4583357,31,32
25,29,Beta,0.45607418,31,33
25,29,Beta,0.45668495,31,42
25,29,Beta,0.4528143,31,50
25,29,Beta,0.45539674,31,74
25,29,Beta,0.4568131,31,98
25,29,Beta,0.44849682,32,9
25,29,Beta,0.44921342,32,18
25,29,Beta,0.44863746,32,22
25,29,Beta,0.44622466,32,24
25,29,Beta,0.4441877,32,25
25,29,Beta,0.4479218,32,26
25,29,Beta,0.44151163,32,31
25,29,Beta,0.4571061,32,33
25,29,Beta,0.44205704,32,46
25,29,Beta,0.44520855,32,98
25,29,Beta,0.45713672,33,18
25,29,Beta,0.45047012,33,22
25,29,Beta,0.45465088,33,24
25,29,Beta,0.45477125,33,26
25,29,Beta,0.46427476,33,30
25,29,Beta,0.45269072,33,31
25,29,Beta,0.45073506,33,32
25,29,Beta,0.45500347,33,42
25,29,Beta,0.454767,33,74
25,29,Beta,0.45013124,33,98
25,29,Beta,0.45419627,39,18
25,29,Beta,0.45878458,39,26
25,29,Beta,0.44844925,39,42
25,29,Beta,0.46001983,40,9
25,29,Beta,0.45520493,42,18
25,29,Beta,0.44107026,42,25
25,29,Beta,0.45384386,42,26
25,29,Beta,0.45075923,42,31
25,29,Beta,0.45438114,42,33
25,29,Beta,0.45416924,42,39
25,29,Beta,0.44739234,46,18
25,29,Beta,0.45427802,46,32
25,29,Beta,0.45439819,46,50
25,29,Beta,0.45654395,46,98
25,29,Beta,0.4516453,50,18
25,29,Beta,0.46004316,50,31
25,29,Beta,0.4521359,50,46
25,29,Beta,0.45200118,51,9
25,29,Beta,0.44297674,53,18
25,29,Beta,0.44712886,54,9
25,29,Beta,0.4559671,54,17
25,29,Beta,0.4511598,60,18
25,29,Beta,0.4461266,60,25
25,29,Beta,0.45302433,60,98
25,29,Beta,0.44149116,61,9
25,29,Beta,0.4393999,62,9
25,29,Beta,0.44266552,69,9
25,29,Beta,0.44789273,71,9
25,29,Beta,0.4542751,74,18
25,29,Beta,0.45489296,74,24
25,29,Beta,0.4569058,74,26
25,29,Beta,0.44592455,74,31
25,29,Beta,0.45652744,74,33
25,29,Beta,0.45516852,74,98
25,29,Beta,0.44841254,76,18
25,29,Beta,0.44666925,76,26
25,29,Beta,0.44706255,97,9
25,29,Beta,0.45571485,98,18
25,29,Beta,0.46304405,98,24
25,29,Beta,0.45468011,98,26
25,29,Beta,0.46143964,98,31
25,29,Beta,0.4526853,98,32
25,29,Beta,0.45664507,98,33
25,29,Beta,0.44908857,98,46
25,29,Beta,0.4538673,98,60
25,29,Beta,0.45335987,98,74
25,30,Beta,0.4402918,7,18
25,30,Beta,0.501953,9,12
25,30,Beta,0.5184414,9,14
25,30,Beta,0.5150168,9,17
25,30,Beta,0.5057917,9,18
25,30,Beta,0.52214164,9,23
25,30,Beta,0.50597787,9,32
25,30,Beta,0.52038425,9,40
25,30,Beta,0.5347777,9,51
25,30,Beta,0.50171745,9,54
25,30,Beta,0.50555825,9,61
25,30,Beta,0.5318922,9,62
25,30,Beta,0.513201,9,69
25,30,Beta,0.5119974,9,71
25,30,Beta,0.5131521,9,97
25,30,Beta,0.45331454,12,9
25,30,Beta,0.44911122,14,9
25,30,Beta,0.45196122,17,9
25,30,Beta,0.4486413,17,54
25,30,Beta,0.5960232,18,7
25,30,Beta,0.55159056,18,9
25,30,Beta,0.60872346,18,19
25,30,Beta,0.598469,18,20
25,30,Beta,0.5431196,18,22
25,30,Beta,0.55480796,18,24
25,30,Beta,0.5463398,18,25
25,30,Beta,0.5486144,18,26
25,30,Beta,0.5457681,18,30
25,30,Beta,0.55159694,18,31
25,30,Beta,0.5479746,18,32
25,30,Beta,0.54876983,18,33
25,30,Beta,0.5506412,18,39
25,30,Beta,0.55503416,18,42
25,30,Beta,0.5449805,18,46
25,30,Beta,0.54391825,18,50
25,30,Beta,0.57157207,18,53
25,30,Beta,0.55406183,18,60
25,30,Beta,0.5462885,18,74
25,30,Beta,0.5506711,18,76
25,30,Beta,0.5482464,18,98
25,30,Beta,0.44741777,19,18
25,30,Beta,0.45555782,20,18
25,30,Beta,0.45595235,22,18
25,30,Beta,0.45454633,22,32
25,30,Beta,0.46210587,22,33
25,30,Beta,0.44158936,23,9
25,30,Beta,0.45049047,24,18
25,30,Beta,0.44814342,24,25
25,30,Beta,0.45253217,24,26
25,30,Beta,0.46015537,24,30
25,30,Beta,0.45332652,24,31
25,30,Beta,0.4546242,24,32
25,30,Beta,0.45417225,24,33
25,30,Beta,0.45334327,24,74
25,30,Beta,0.45158136,24,98
25,30,Beta,0.45799848,25,18
25,30,Beta,0.47111973,25,24
25,30,Beta,0.45690098,25,26
25,30,Beta,0.45931923,25,32
25,30,Beta,0.4582967,25,42
25,30,Beta,0.46674022,25,60
25,30,Beta,0.45700943,26,18
25,30,Beta,0.46386465,26,24
25,30,Beta,0.45701548,26,25
25,30,Beta,0.46248817,26,31
25,30,Beta,0.46472836,26,32
25,30,Beta,0.46435907,26,33
25,30,Beta,0.4659997,26,39
25,30,Beta,0.46271625,26,42
25,30,Beta,0.46191338,26,74
25,30,Beta,0.4684544,26,76
25,30,Beta,0.45632875,26,98
25,30,Beta,0.44738278,30,18
25,30,Beta,0.45753485,30,24
25,30,Beta,0.4602837,30,33
25,30,Beta,0.45153207,31,18
25,30,Beta,0.4606243,31,24
25,30,Beta,0.4610829,31,26
25,30,Beta,0.46099922,31,32
25,30,Beta,0.46534815,31,33
25,30,Beta,0.45836338,31,42
25,30,Beta,0.46716636,31,50
25,30,Beta,0.4622932,31,74
25,30,Beta,0.46323353,31,98
25,30,Beta,0.4514548,32,9
25,30,Beta,0.44763634,32,18
25,30,Beta,0.448258,32,22
25,30,Beta,0.45064375,32,24
25,30,Beta,0.44596866,32,25
25,30,Beta,0.45314044,32,26
25,30,Beta,0.4489421,32,31
25,30,Beta,0.44872445,32,33
25,30,Beta,0.4468813,32,46
25,30,Beta,0.44816393,32,98
25,30,Beta,0.44963154,33,18
25,30,Beta,0.44340113,33,22
25,30,Beta,0.4574664,33,24
25,30,Beta,0.45557803,33,26
25,30,Beta,0.46096557,33,30
25,30,Beta,0.45343468,33,31
25,30,Beta,0.44867158,33,32
25,30,Beta,0.45576993,33,42
25,30,Beta,0.44821376,33,74
25,30,Beta,0.447079,33,98
25,30,Beta,0.45105937,39,18
25,30,Beta,0.4571831,39,26
25,30,Beta,0.45561627,39,42
25,30,Beta,0.45759037,40,9
25,30,Beta,0.45220366,42,18
25,30,Beta,0.44710785,42,25
25,30,Beta,0.44943154,42,26
25,30,Beta,0.45545244,42,31
25,30,Beta,0.45936725,42,33
25,30,Beta,0.45317072,42,39
25,30,Beta,0.44598994,46,18
25,30,Beta,0.45368603,46,32
25,30,Beta,0.45862886,46,50
25,30,Beta,0.4517357,46,98
25,30,Beta,0.4519927,50,18
25,30,Beta,0.4413176,50,31
25,30,Beta,0.45201886,50,46
25,30,Beta,0.45689183,51,9
25,30,Beta,0.44120058,53,18
25,30,Beta,0.44938916,54,9
25,30,Beta,0.45666957,54,17
25,30,Beta,0.44942555,60,18
25,30,Beta,0.44825435,60,25
25,30,Beta,0.4517225,60,98
25,30,Beta,0.44204643,61,9
25,30,Beta,0.4361297,62,9
25,30,Beta,0.44113803,69,9
25,30,Beta,0.4479436,71,9
25,30,Beta,0.44280717,74,18
25,30,Beta,0.45796314,74,24
25,30,Beta,0.44951615,74,26
25,30,Beta,0.44894713,74,31
25,30,Beta,0.45737606,74,33
25,30,Beta,0.4495579,74,98
25,30,Beta,0.4508916,76,18
25,30,Beta,0.44669828,76,26
25,30,Beta,0.44391626,97,9
25,30,Beta,0.4514749,98,18
25,30,Beta,0.45297706,98,24
25,30,Beta,0.4465785,98,26
25,30,Beta,0.4529451,98,31
25,30,Beta,0.44935954,98,32
25,30,Beta,0.4557913,98,33
25,30,Beta,0.4544833,98,46
25,30,Beta,0.46128696,98,60
25,30,Beta,0.44993848,98,74
25,31,Beta,0.4418858,7,18
25,31,Beta,0.5052543,9,12
25,31,Beta,0.5206219,9,14
25,31,Beta,0.50964206,9,17
25,31,Beta,0.5014902,9,18
25,31,Beta,0.51745594,9,23
25,31,Beta,0.5004857,9,32
25,31,Beta,0.5184214,9,40
25,31,Beta,0.53318125,9,51
25,31,Beta,0.5079618,9,54
25,31,Beta,0.5005252,9,61
25,31,Beta,0.5313792,9,62
25,31,Beta,0.50667727,9,69
25,31,Beta,0.5164905,9,71
25,31,Beta,0.51019824,9,97
25,31,Beta,0.44853827,12,9
25,31,Beta,0.452214,14,9
25,31,Beta,0.44473183,17,9
25,31,Beta,0.44570947,17,54
25,31,Beta,0.5974957,18,7
25,31,Beta,0.55173796,18,9
25,31,Beta,0.61332893,18,19
25,31,Beta,0.6064568,18,20
25,31,Beta,0.54409075,18,22
25,31,Beta,0.5502461,18,24
25,31,Beta,0.5399819,18,25
25,31,Beta,0.55078274,18,26
25,31,Beta,0.5513256,18,30
25,31,Beta,0.5457819,18,31
25,31,Beta,0.5498014,18,32
25,31,Beta,0.55756414,18,33
25,31,Beta,0.5522103,18,39
25,31,Beta,0.54876715,18,42
25,31,Beta,0.5476639,18,46
25,31,Beta,0.54835093,18,50
25,31,Beta,0.577513,18,53
25,31,Beta,0.5523295,18,60
25,31,Beta,0.5486496,18,74
25,31,Beta,0.5519837,18,76
25,31,Beta,0.5497287,18,98
25,31,Beta,0.44243994,19,18
25,31,Beta,0.45481446,20,18
25,31,Beta,0.45321083,22,18
25,31,Beta,0.45404696,22,32
25,31,Beta,0.45816344,22,33
25,31,Beta,0.44530165,23,9
25,31,Beta,0.44864428,24,18
25,31,Beta,0.45154706,24,25
25,31,Beta,0.45320866,24,26
25,31,Beta,0.4559076,24,30
25,31,Beta,0.4477513,24,31
25,31,Beta,0.44672823,24,32
25,31,Beta,0.45895272,24,33
25,31,Beta,0.4533162,24,74
25,31,Beta,0.4510182,24,98
25,31,Beta,0.4607294,25,18
25,31,Beta,0.46767238,25,24
25,31,Beta,0.45486215,25,26
25,31,Beta,0.45484546,25,32
25,31,Beta,0.45662558,25,42
25,31,Beta,0.45784283,25,60
25,31,Beta,0.44993016,26,18
25,31,Beta,0.45780545,26,24
25,31,Beta,0.45325795,26,25
25,31,Beta,0.45074117,26,31
25,31,Beta,0.45920366,26,32
25,31,Beta,0.46379703,26,33
25,31,Beta,0.46515304,26,39
25,31,Beta,0.46213096,26,42
25,31,Beta,0.46341914,26,74
25,31,Beta,0.46639496,26,76
25,31,Beta,0.4569348,26,98
25,31,Beta,0.45100322,30,18
25,31,Beta,0.45856914,30,24
25,31,Beta,0.45488223,30,33
25,31,Beta,0.45248097,31,18
25,31,Beta,0.46190533,31,24
25,31,Beta,0.46168566,31,26
25,31,Beta,0.45514122,31,32
25,31,Beta,0.46138808,31,33
25,31,Beta,0.45968086,31,42
25,31,Beta,0.4567006,31,50
25,31,Beta,0.46144435,31,74
25,31,Beta,0.45785508,31,98
25,31,Beta,0.44965702,32,9
25,31,Beta,0.45095924,32,18
25,31,Beta,0.44547808,32,22
25,31,Beta,0.44705948,32,24
25,31,Beta,0.44695318,32,25
25,31,Beta,0.4519307,32,26
25,31,Beta,0.4466819,32,31
25,31,Beta,0.4554789,32,33
25,31,Beta,0.45490527,32,46
25,31,Beta,0.44194624,32,98
25,31,Beta,0.4539899,33,18
25,31,Beta,0.44560415,33,22
25,31,Beta,0.46045175,33,24
25,31,Beta,0.45443994,33,26
