,Source,Explainer,Probability,P1,P2,Run
16342,Wisconsin,Beta,0.49595127,169,205,32
16343,Wisconsin,Beta,0.5129303,169,169,32
16344,Wisconsin,Beta,0.5498152,79,132,32
16345,Wisconsin,Beta,0.4960979,79,29,32
16346,Wisconsin,Beta,0.5300261,79,213,32
16347,Wisconsin,Beta,0.56912935,79,68,32
16348,Wisconsin,Beta,0.44216198,79,79,32
16349,Wisconsin,Beta,0.5266462,79,193,32
16350,Wisconsin,Beta,0.5535099,79,126,32
16351,Wisconsin,Beta,0.48538467,79,69,32
16352,Wisconsin,Beta,0.5851795,148,229,32
16353,Wisconsin,Beta,0.5507919,229,148,32
16354,Wisconsin,Beta,0.49527726,236,97,32
16355,Wisconsin,Beta,0.6052667,236,115,32
16356,Wisconsin,Beta,0.5271383,236,5,32
16357,Wisconsin,Beta,0.63235676,197,84,32
16358,Wisconsin,Beta,0.6217546,197,232,32
16359,Wisconsin,Beta,0.57525223,197,209,32
16360,Wisconsin,Beta,0.5333241,197,37,32
16361,Wisconsin,Beta,0.56930935,197,13,32
16362,Wisconsin,Beta,0.5697206,151,37,32
16363,Wisconsin,Beta,0.66119945,121,42,32
16364,Wisconsin,Beta,0.73774165,121,161,32
16365,Wisconsin,Beta,0.62269706,121,120,32
16366,Wisconsin,Beta,0.51155233,50,230,32
16367,Wisconsin,Beta,0.5304666,50,135,32
16368,Wisconsin,Beta,0.656817,50,85,32
16369,Wisconsin,Beta,0.51010144,50,72,32
16370,Wisconsin,Beta,0.60617054,50,44,32
16371,Wisconsin,Beta,0.6304954,50,31,32
16372,Wisconsin,Beta,0.59850013,120,121,32
16373,Wisconsin,Beta,0.65450984,120,161,32
16374,Wisconsin,Beta,0.5185611,120,157,32
16375,Wisconsin,Beta,0.5236659,120,120,32
16376,Wisconsin,Beta,0.50145876,154,209,32
16377,Wisconsin,Beta,0.52452034,184,156,32
16378,Wisconsin,Beta,0.54173845,184,75,32
16379,Wisconsin,Beta,0.63494724,21,22,32
16380,Wisconsin,Beta,0.5759778,22,21,32
16381,Wisconsin,Beta,0.6082211,22,22,32
16382,Wisconsin,Beta,0.6386803,210,225,32
16383,Wisconsin,Beta,0.5559977,210,183,32
16384,Wisconsin,Beta,0.40381464,179,158,32
16385,Wisconsin,Beta,0.4985191,75,199,32
16386,Wisconsin,Beta,0.54264766,75,156,32
16387,Wisconsin,Beta,0.48719618,75,172,32
16388,Wisconsin,Beta,0.5890707,75,153,32
16389,Wisconsin,Beta,0.59400827,75,184,32
16390,Wisconsin,Beta,0.5114697,75,183,32
16391,Wisconsin,Beta,0.57749313,75,77,32
16392,Wisconsin,Beta,0.6325841,12,12,32
16393,Wisconsin,Beta,0.5983235,232,209,32
16394,Wisconsin,Beta,0.608697,66,3,32
16395,Wisconsin,Beta,0.5910832,3,204,32
16396,Wisconsin,Beta,0.58890086,3,52,32
16397,Wisconsin,Beta,0.65532094,146,136,32
16398,Wisconsin,Beta,0.49658018,222,20,32
16399,Wisconsin,Beta,0.57199067,5,32,32
16400,Wisconsin,Beta,0.46825084,101,97,32
16401,Wisconsin,Beta,0.5781667,101,115,32
16402,Wisconsin,Beta,0.50078195,101,5,32
16403,Wisconsin,Beta,0.58764005,140,140,32
16404,Wisconsin,Beta,0.47820702,226,41,32
16405,Wisconsin,Beta,0.5225924,119,129,32
16406,Wisconsin,Beta,0.46916616,46,54,32
16407,Wisconsin,Beta,0.5726857,46,119,32
16408,Wisconsin,Beta,0.53584695,46,129,32
16409,Wisconsin,Beta,0.5270997,165,159,32
16410,Wisconsin,Beta,0.5469034,165,129,32
16411,Wisconsin,Beta,0.45580694,129,54,32
16412,Wisconsin,Beta,0.50107527,129,159,32
16413,Wisconsin,Beta,0.56278896,129,119,32
16414,Wisconsin,Beta,0.54045326,129,46,32
16415,Wisconsin,Beta,0.4711878,129,165,32
16416,Wisconsin,Beta,0.58218586,78,87,32
16417,Wisconsin,Beta,0.668939,189,171,32
16418,Wisconsin,Beta,0.5888768,189,93,32
16419,Wisconsin,Beta,0.5656984,92,163,32
16420,Wisconsin,Beta,0.49255073,92,170,32
16421,Wisconsin,Beta,0.6338822,92,161,32
16422,Wisconsin,Beta,0.47974536,92,93,32
16423,Wisconsin,Beta,0.62677175,11,87,32
16424,Wisconsin,Beta,0.5293494,11,127,32
16425,Wisconsin,Beta,0.50849277,47,11,32
16426,Wisconsin,Beta,0.47707906,126,29,32
16427,Wisconsin,Beta,0.5514029,126,68,32
16428,Wisconsin,Beta,0.46794784,126,69,32
16429,Wisconsin,Beta,0.49007452,214,37,32
16430,Wisconsin,Beta,0.66559255,37,191,32
16431,Wisconsin,Beta,0.47827226,37,214,32
16432,Wisconsin,Beta,0.53918463,37,37,32
16433,Wisconsin,Beta,0.5803165,122,178,32
16434,Wisconsin,Beta,0.49769,122,41,32
16435,Wisconsin,Beta,0.56178963,130,139,32
16436,Wisconsin,Beta,0.61356926,130,18,32
16437,Wisconsin,Beta,0.50566334,248,132,32
16438,Wisconsin,Beta,0.6151331,181,155,32
16439,Wisconsin,Beta,0.5557914,155,204,32
16440,Wisconsin,Beta,0.5586142,155,52,32
16441,Wisconsin,Beta,0.4825876,155,181,32
16442,Wisconsin,Beta,0.43874127,246,97,32
16443,Wisconsin,Beta,0.5481076,246,115,32
16444,Wisconsin,Beta,0.47388744,246,5,32
16445,Wisconsin,Beta,0.5810078,35,20,32
16446,Wisconsin,Beta,0.55515486,250,35,32
16447,Wisconsin,Beta,0.5766285,200,247,32
16448,Wisconsin,Beta,0.6225159,180,178,32
16449,Wisconsin,Beta,0.5179144,30,204,32
16450,Wisconsin,Beta,0.5200953,30,52,32
16451,Wisconsin,Beta,0.61056817,74,203,32
16452,Wisconsin,Beta,0.5654665,203,74,32
16453,Wisconsin,Beta,0.5815708,203,203,32
16454,Wisconsin,Beta,0.43039528,69,29,32
16455,Wisconsin,Beta,0.46253872,69,41,32
16456,Wisconsin,Beta,0.4877105,69,126,32
16457,Wisconsin,Beta,0.39779907,167,202,32
16458,Wisconsin,Beta,0.5783279,202,167,32
16459,Wisconsin,Beta,0.575617,43,217,32
16460,Wisconsin,Beta,0.5399585,183,156,32
16461,Wisconsin,Beta,0.6106501,44,178,32
16462,Wisconsin,Beta,0.5595367,44,241,32
16463,Wisconsin,Beta,0.53077966,44,41,32
16464,Wisconsin,Beta,0.5618991,44,9,32
16465,Wisconsin,Beta,0.517581,44,173,32
16466,Wisconsin,Beta,0.6173004,44,140,32
16467,Wisconsin,Beta,0.5774098,44,182,32
16468,Wisconsin,Beta,0.5746249,44,122,32
16469,Wisconsin,Beta,0.63842154,44,31,32
16470,Wisconsin,Beta,0.57401115,107,217,32
16471,Wisconsin,Beta,0.6760093,107,124,32
16472,Wisconsin,Beta,0.5796636,107,10,32
16473,Wisconsin,Beta,0.5323608,107,183,32
16474,Wisconsin,Beta,0.6323465,239,167,32
16475,Wisconsin,Beta,0.6138501,206,33,32
16476,Wisconsin,Beta,0.6459082,206,171,32
16477,Wisconsin,Beta,0.58549964,206,201,32
16478,Wisconsin,Beta,0.6429995,58,12,32
16479,Wisconsin,Beta,0.62721443,219,63,32
16480,Wisconsin,Beta,0.48584902,63,78,33
16481,Wisconsin,Beta,0.64678967,63,92,33
16482,Wisconsin,Beta,0.59067005,27,63,33
16483,Wisconsin,Beta,0.5283764,27,111,33
16484,Wisconsin,Beta,0.5933257,110,12,33
16485,Wisconsin,Beta,0.6484845,98,63,33
16486,Wisconsin,Beta,0.73104304,98,27,33
16487,Wisconsin,Beta,0.6444571,98,244,33
16488,Wisconsin,Beta,0.53825444,98,147,33
16489,Wisconsin,Beta,0.66409886,98,86,33
16490,Wisconsin,Beta,0.5857531,98,163,33
16491,Wisconsin,Beta,0.6317034,98,132,33
16492,Wisconsin,Beta,0.60194415,98,175,33
16493,Wisconsin,Beta,0.5804518,98,19,33
16494,Wisconsin,Beta,0.52532035,98,17,33
16495,Wisconsin,Beta,0.53378636,98,190,33
16496,Wisconsin,Beta,0.6068997,98,102,33
16497,Wisconsin,Beta,0.5932458,98,114,33
16498,Wisconsin,Beta,0.536363,98,170,33
16499,Wisconsin,Beta,0.6264231,98,243,33
16500,Wisconsin,Beta,0.5147261,98,6,33
16501,Wisconsin,Beta,0.5776528,98,57,33
16502,Wisconsin,Beta,0.5532253,98,67,33
16503,Wisconsin,Beta,0.5677702,98,211,33
16504,Wisconsin,Beta,0.5401546,98,29,33
16505,Wisconsin,Beta,0.62635046,98,33,33
16506,Wisconsin,Beta,0.58166504,98,144,33
16507,Wisconsin,Beta,0.60539204,98,109,33
16508,Wisconsin,Beta,0.6260375,98,96,33
16509,Wisconsin,Beta,0.573862,98,204,33
16510,Wisconsin,Beta,0.6209299,98,52,33
16511,Wisconsin,Beta,0.60846925,98,59,33
16512,Wisconsin,Beta,0.645662,98,60,33
16513,Wisconsin,Beta,0.57998157,98,4,33
16514,Wisconsin,Beta,0.5115798,98,131,33
16515,Wisconsin,Beta,0.60096955,98,174,33
16516,Wisconsin,Beta,0.52493465,98,113,33
16517,Wisconsin,Beta,0.5009951,98,82,33
16518,Wisconsin,Beta,0.601283,98,25,33
16519,Wisconsin,Beta,0.57684046,98,54,33
16520,Wisconsin,Beta,0.59306574,98,138,33
16521,Wisconsin,Beta,0.64210784,98,213,33
16522,Wisconsin,Beta,0.55557805,98,41,33
16523,Wisconsin,Beta,0.5401335,98,177,33
16524,Wisconsin,Beta,0.5870544,98,171,33
16525,Wisconsin,Beta,0.55014753,98,172,33
16526,Wisconsin,Beta,0.5801449,98,125,33
16527,Wisconsin,Beta,0.57084066,98,8,33
16528,Wisconsin,Beta,0.54682434,98,123,33
16529,Wisconsin,Beta,0.66229105,98,145,33
16530,Wisconsin,Beta,0.5937622,98,111,33
16531,Wisconsin,Beta,0.7009485,98,139,33
16532,Wisconsin,Beta,0.51322335,98,137,33
16533,Wisconsin,Beta,0.62474036,98,76,33
16534,Wisconsin,Beta,0.5715714,98,45,33
16535,Wisconsin,Beta,0.56400096,98,238,33
16536,Wisconsin,Beta,0.55485654,98,15,33
16537,Wisconsin,Beta,0.53815013,98,153,33
16538,Wisconsin,Beta,0.5585688,98,32,33
16539,Wisconsin,Beta,0.44425625,98,235,33
16540,Wisconsin,Beta,0.58513635,98,230,33
16541,Wisconsin,Beta,0.5706719,98,237,33
16542,Wisconsin,Beta,0.5825782,98,192,33
16543,Wisconsin,Beta,0.662308,98,168,33
16544,Wisconsin,Beta,0.6268817,98,173,33
16545,Wisconsin,Beta,0.58187175,98,28,33
16546,Wisconsin,Beta,0.57740504,98,104,33
16547,Wisconsin,Beta,0.5562239,98,124,33
16548,Wisconsin,Beta,0.55851233,98,135,33
16549,Wisconsin,Beta,0.58300936,98,2,33
16550,Wisconsin,Beta,0.53805107,98,68,33
16551,Wisconsin,Beta,0.6169542,98,205,33
16552,Wisconsin,Beta,0.62349033,98,169,33
16553,Wisconsin,Beta,0.56555045,98,229,33
16554,Wisconsin,Beta,0.5361316,98,88,33
16555,Wisconsin,Beta,0.49559775,98,16,33
16556,Wisconsin,Beta,0.537133,98,157,33
16557,Wisconsin,Beta,0.6176813,98,1,33
16558,Wisconsin,Beta,0.5745166,98,227,33
16559,Wisconsin,Beta,0.5576657,98,154,33
16560,Wisconsin,Beta,0.56402934,98,10,33
16561,Wisconsin,Beta,0.59341866,98,184,33
16562,Wisconsin,Beta,0.5020756,98,22,33
16563,Wisconsin,Beta,0.57024056,98,75,33
16564,Wisconsin,Beta,0.525383,98,220,33
16565,Wisconsin,Beta,0.57128584,98,216,33
16566,Wisconsin,Beta,0.58186,98,12,33
16567,Wisconsin,Beta,0.46486884,98,80,33
16568,Wisconsin,Beta,0.577724,98,146,33
16569,Wisconsin,Beta,0.51853234,98,95,33
16570,Wisconsin,Beta,0.516744,98,209,33
16571,Wisconsin,Beta,0.5713613,98,94,33
16572,Wisconsin,Beta,0.5580234,98,133,33
16573,Wisconsin,Beta,0.62559754,98,187,33
16574,Wisconsin,Beta,0.5430659,98,55,33
16575,Wisconsin,Beta,0.540397,98,129,33
16576,Wisconsin,Beta,0.43996513,98,78,33
16577,Wisconsin,Beta,0.51499236,98,189,33
16578,Wisconsin,Beta,0.6239254,98,93,33
16579,Wisconsin,Beta,0.6040019,98,92,33
16580,Wisconsin,Beta,0.5486899,98,182,33
16581,Wisconsin,Beta,0.57928586,98,14,33
16582,Wisconsin,Beta,0.56674266,98,11,33
16583,Wisconsin,Beta,0.62373066,98,47,33
16584,Wisconsin,Beta,0.58533514,98,193,33
16585,Wisconsin,Beta,0.54567355,98,126,33
16586,Wisconsin,Beta,0.5667347,98,37,33
16587,Wisconsin,Beta,0.5377048,98,40,33
16588,Wisconsin,Beta,0.5523849,98,99,33
16589,Wisconsin,Beta,0.56182325,98,130,33
16590,Wisconsin,Beta,0.5096827,98,18,33
16591,Wisconsin,Beta,0.6650018,98,155,33
16592,Wisconsin,Beta,0.4804894,98,35,33
16593,Wisconsin,Beta,0.5940562,98,203,33
16594,Wisconsin,Beta,0.62056017,98,134,33
16595,Wisconsin,Beta,0.6052022,98,56,33
16596,Wisconsin,Beta,0.56115305,98,69,33
16597,Wisconsin,Beta,0.5777202,98,23,33
16598,Wisconsin,Beta,0.59276366,98,167,33
16599,Wisconsin,Beta,0.5257563,98,202,33
16600,Wisconsin,Beta,0.6579385,98,105,33
16601,Wisconsin,Beta,0.5616283,98,183,33
16602,Wisconsin,Beta,0.5636616,98,44,33
16603,Wisconsin,Beta,0.5725493,98,77,33
16604,Wisconsin,Beta,0.6337988,98,13,33
16605,Wisconsin,Beta,0.55484825,98,58,33
16606,Wisconsin,Beta,0.458598,98,218,33
16607,Wisconsin,Beta,0.6010981,64,57,33
16608,Wisconsin,Beta,0.5261159,64,234,33
16609,Wisconsin,Beta,0.60229516,64,12,33
16610,Wisconsin,Beta,0.5068671,212,75,33
16611,Wisconsin,Beta,0.49034137,231,185,33
16612,Wisconsin,Beta,0.4732972,231,143,33
16613,Wisconsin,Beta,0.6003637,231,75,33
16614,Wisconsin,Beta,0.52497894,198,231,33
16615,Wisconsin,Beta,0.43693373,198,147,33
16616,Wisconsin,Beta,0.49712202,186,147,33
16617,Wisconsin,Beta,0.50848484,186,67,33
16618,Wisconsin,Beta,0.46883136,186,131,33
16619,Wisconsin,Beta,0.5194683,186,160,33
16620,Wisconsin,Beta,0.5180733,186,238,33
16621,Wisconsin,Beta,0.50885797,186,15,33
16622,Wisconsin,Beta,0.5299528,244,138,33
16623,Wisconsin,Beta,0.5608246,244,187,33
16624,Wisconsin,Beta,0.52865493,147,198,33
16625,Wisconsin,Beta,0.56138074,147,67,33
16626,Wisconsin,Beta,0.5722679,147,160,33
16627,Wisconsin,Beta,0.5726761,147,238,33
16628,Wisconsin,Beta,0.7262015,147,151,33
16629,Wisconsin,Beta,0.602859,147,184,33
16630,Wisconsin,Beta,0.5335128,86,204,33
16631,Wisconsin,Beta,0.580327,86,52,33
16632,Wisconsin,Beta,0.53026134,103,29,33
16633,Wisconsin,Beta,0.55076975,103,41,33
16634,Wisconsin,Beta,0.528059,103,51,33
16635,Wisconsin,Beta,0.6247157,163,93,33
16636,Wisconsin,Beta,0.5339517,175,36,33
16637,Wisconsin,Beta,0.500501,188,128,33
16638,Wisconsin,Beta,0.5119599,188,178,33
16639,Wisconsin,Beta,0.61026907,188,173,33
16640,Wisconsin,Beta,0.40901476,128,188,33
16641,Wisconsin,Beta,0.54469424,128,207,33
16642,Wisconsin,Beta,0.49691376,128,178,33
16643,Wisconsin,Beta,0.59760076,128,173,33
16644,Wisconsin,Beta,0.5449417,207,208,33
16645,Wisconsin,Beta,0.4978012,207,178,33
16646,Wisconsin,Beta,0.59380096,207,173,33
16647,Wisconsin,Beta,0.4881246,208,178,33
16648,Wisconsin,Beta,0.58766943,208,173,33
16649,Wisconsin,Beta,0.604518,190,204,33
16650,Wisconsin,Beta,0.6437047,190,52,33
16651,Wisconsin,Beta,0.46628112,176,53,33
16652,Wisconsin,Beta,0.5463502,102,85,33
16653,Wisconsin,Beta,0.61223876,102,31,33
16654,Wisconsin,Beta,0.5434219,48,221,33
16655,Wisconsin,Beta,0.5088198,48,211,33
16656,Wisconsin,Beta,0.4981374,114,204,33
16657,Wisconsin,Beta,0.54063886,114,52,33
16658,Wisconsin,Beta,0.63356745,170,243,33
16659,Wisconsin,Beta,0.52007425,170,6,33
16660,Wisconsin,Beta,0.58302516,170,54,33
16661,Wisconsin,Beta,0.48798472,170,35,33
16662,Wisconsin,Beta,0.38738012,243,170,33
16663,Wisconsin,Beta,0.46249726,6,170,33
16664,Wisconsin,Beta,0.565449,57,204,33
16665,Wisconsin,Beta,0.61081785,57,52,33
16666,Wisconsin,Beta,0.5211585,211,97,33
16667,Wisconsin,Beta,0.48710722,211,115,33
16668,Wisconsin,Beta,0.47249195,211,5,33
16669,Wisconsin,Beta,0.44264767,29,41,33
16670,Wisconsin,Beta,0.43217915,29,126,33
16671,Wisconsin,Beta,0.485288,233,142,33
16672,Wisconsin,Beta,0.5900925,144,144,33
16673,Wisconsin,Beta,0.5940196,144,12,33
16674,Wisconsin,Beta,0.5939731,108,144,33
16675,Wisconsin,Beta,0.6096494,118,198,33
16676,Wisconsin,Beta,0.654471,118,37,33
16677,Wisconsin,Beta,0.44966412,96,217,33
16678,Wisconsin,Beta,0.5420631,96,112,33
16679,Wisconsin,Beta,0.505428,20,170,33
16680,Wisconsin,Beta,0.59944904,20,243,33
16681,Wisconsin,Beta,0.5946257,20,149,33
16682,Wisconsin,Beta,0.4516617,20,35,33
16683,Wisconsin,Beta,0.50950575,204,190,33
16684,Wisconsin,Beta,0.55954456,204,57,33
16685,Wisconsin,Beta,0.57907104,204,97,33
16686,Wisconsin,Beta,0.5445831,204,115,33
16687,Wisconsin,Beta,0.501227,204,49,33
16688,Wisconsin,Beta,0.4380787,204,66,33
16689,Wisconsin,Beta,0.53097093,204,5,33
16690,Wisconsin,Beta,0.46705103,97,211,33
16691,Wisconsin,Beta,0.47121748,97,45,33
16692,Wisconsin,Beta,0.56602764,97,168,33
16693,Wisconsin,Beta,0.4774956,0,20,33
16694,Wisconsin,Beta,0.57115555,0,28,33
16695,Wisconsin,Beta,0.561674,0,104,33
16696,Wisconsin,Beta,0.5397087,0,99,33
16697,Wisconsin,Beta,0.6069915,0,200,33
16698,Wisconsin,Beta,0.57105637,7,0,33
16699,Wisconsin,Beta,0.5715626,7,242,33
16700,Wisconsin,Beta,0.5497374,242,170,33
16701,Wisconsin,Beta,0.53439474,242,6,33
16702,Wisconsin,Beta,0.6285451,242,233,33
16703,Wisconsin,Beta,0.62328184,242,109,33
16704,Wisconsin,Beta,0.5203102,242,7,33
16705,Wisconsin,Beta,0.5119062,242,150,33
16706,Wisconsin,Beta,0.5555449,242,194,33
16707,Wisconsin,Beta,0.54255545,242,215,33
16708,Wisconsin,Beta,0.60588115,242,171,33
16709,Wisconsin,Beta,0.5503278,242,38,33
16710,Wisconsin,Beta,0.64201677,242,149,33
16711,Wisconsin,Beta,0.6248789,242,24,33
16712,Wisconsin,Beta,0.5644355,242,249,33
16713,Wisconsin,Beta,0.59798044,242,28,33
16714,Wisconsin,Beta,0.6309111,242,205,33
16715,Wisconsin,Beta,0.58756405,242,148,33
16716,Wisconsin,Beta,0.6188521,242,21,33
16717,Wisconsin,Beta,0.5588416,242,74,33
16718,Wisconsin,Beta,0.60713685,242,167,33
16719,Wisconsin,Beta,0.53909975,242,202,33
16720,Wisconsin,Beta,0.61825836,217,96,33
16721,Wisconsin,Beta,0.4918108,217,217,33
16722,Wisconsin,Beta,0.6191591,112,112,33
16723,Wisconsin,Beta,0.5833388,4,195,33
16724,Wisconsin,Beta,0.5751869,158,229,33
16725,Wisconsin,Beta,0.67967176,199,84,33
16726,Wisconsin,Beta,0.56729937,199,8,33
16727,Wisconsin,Beta,0.6622011,199,145,33
16728,Wisconsin,Beta,0.5567152,199,32,33
16729,Wisconsin,Beta,0.55114484,53,33,33
16730,Wisconsin,Beta,0.49250185,53,216,33
16731,Wisconsin,Beta,0.5098062,53,195,33
16732,Wisconsin,Beta,0.48482022,89,211,33
16733,Wisconsin,Beta,0.49224555,89,216,33
16734,Wisconsin,Beta,0.5136709,89,195,33
16735,Wisconsin,Beta,0.44620514,89,202,33
16736,Wisconsin,Beta,0.5786128,152,57,33
16737,Wisconsin,Beta,0.5719368,152,211,33
16738,Wisconsin,Beta,0.5724861,152,216,33
16739,Wisconsin,Beta,0.58308566,152,12,33
16740,Wisconsin,Beta,0.6600079,152,105,33
16741,Wisconsin,Beta,0.6186484,34,132,33
16742,Wisconsin,Beta,0.5648779,34,104,33
16743,Wisconsin,Beta,0.5533165,91,171,33
16744,Wisconsin,Beta,0.51105046,91,123,33
16745,Wisconsin,Beta,0.62904054,91,145,33
16746,Wisconsin,Beta,0.5213493,178,41,33
16747,Wisconsin,Beta,0.589337,178,173,33
16748,Wisconsin,Beta,0.46386632,178,122,33
16749,Wisconsin,Beta,0.62510246,178,180,33
16750,Wisconsin,Beta,0.52774185,241,29,33
16751,Wisconsin,Beta,0.5450893,241,41,33
16752,Wisconsin,Beta,0.5222331,241,51,33
16753,Wisconsin,Beta,0.5507812,113,25,33
16754,Wisconsin,Beta,0.63708925,82,25,33
16755,Wisconsin,Beta,0.517074,25,113,33
16756,Wisconsin,Beta,0.49803486,25,82,33
16757,Wisconsin,Beta,0.47655407,228,25,33
16758,Wisconsin,Beta,0.5125294,156,152,33
16759,Wisconsin,Beta,0.3712125,156,143,33
16760,Wisconsin,Beta,0.47865,156,172,33
16761,Wisconsin,Beta,0.4639023,156,225,33
16762,Wisconsin,Beta,0.49055538,156,183,33
16763,Wisconsin,Beta,0.5074385,160,67,33
16764,Wisconsin,Beta,0.46643317,160,61,33
16765,Wisconsin,Beta,0.53653073,160,232,33
16766,Wisconsin,Beta,0.52443165,116,20,33
16767,Wisconsin,Beta,0.55861557,87,54,33
16768,Wisconsin,Beta,0.55028915,87,229,33
16769,Wisconsin,Beta,0.6627709,127,54,33
16770,Wisconsin,Beta,0.55107194,54,170,33
16771,Wisconsin,Beta,0.6004705,54,2,33
16772,Wisconsin,Beta,0.58810985,54,159,33
16773,Wisconsin,Beta,0.5678217,54,119,33
16774,Wisconsin,Beta,0.5593236,54,46,33
16775,Wisconsin,Beta,0.56284124,54,165,33
16776,Wisconsin,Beta,0.55892473,54,129,33
16777,Wisconsin,Beta,0.5791791,150,194,33
16778,Wisconsin,Beta,0.5463087,194,150,33
16779,Wisconsin,Beta,0.5833211,138,100,33
16780,Wisconsin,Beta,0.50982726,106,93,33
16781,Wisconsin,Beta,0.45481014,41,29,33
16782,Wisconsin,Beta,0.44195166,41,178,33
16783,Wisconsin,Beta,0.57856435,245,32,33
16784,Wisconsin,Beta,0.6787661,245,168,33
16785,Wisconsin,Beta,0.59712726,245,104,33
16786,Wisconsin,Beta,0.5439236,240,104,33
16787,Wisconsin,Beta,0.5455303,51,241,33
16788,Wisconsin,Beta,0.56986165,51,39,33
16789,Wisconsin,Beta,0.4825751,70,204,33
16790,Wisconsin,Beta,0.5238773,70,52,33
16791,Wisconsin,Beta,0.5623505,39,51,33
16792,Wisconsin,Beta,0.5202435,215,171,33
16793,Wisconsin,Beta,0.52909046,171,215,33
16794,Wisconsin,Beta,0.58938205,171,171,33
16795,Wisconsin,Beta,0.49072987,172,156,33
16796,Wisconsin,Beta,0.7290847,38,145,33
16797,Wisconsin,Beta,0.47389653,145,38,33
16798,Wisconsin,Beta,0.5118619,224,137,33
16799,Wisconsin,Beta,0.5315704,83,20,33
16800,Wisconsin,Beta,0.68746924,83,90,33
16801,Wisconsin,Beta,0.55087936,90,83,33
16802,Wisconsin,Beta,0.60005915,45,97,33
16803,Wisconsin,Beta,0.5666076,45,115,33
16804,Wisconsin,Beta,0.55429524,45,5,33
16805,Wisconsin,Beta,0.71816534,71,204,33
16806,Wisconsin,Beta,0.75385624,71,52,33
16807,Wisconsin,Beta,0.6330329,141,97,33
16808,Wisconsin,Beta,0.5960538,141,115,33
16809,Wisconsin,Beta,0.5864097,141,5,33
16810,Wisconsin,Beta,0.45469952,153,153,33
16811,Wisconsin,Beta,0.48591158,196,32,33
16812,Wisconsin,Beta,0.6021797,32,97,33
16813,Wisconsin,Beta,0.5686948,32,115,33
16814,Wisconsin,Beta,0.5552133,32,5,33
16815,Wisconsin,Beta,0.6724663,225,156,33
16816,Wisconsin,Beta,0.57579607,49,204,33
16817,Wisconsin,Beta,0.6241671,49,52,33
16818,Wisconsin,Beta,0.57604074,162,51,33
16819,Wisconsin,Beta,0.5408882,192,73,33
16820,Wisconsin,Beta,0.52579385,192,112,33
16821,Wisconsin,Beta,0.4578271,192,34,33
16822,Wisconsin,Beta,0.49119517,192,41,33
16823,Wisconsin,Beta,0.5154996,192,125,33
16824,Wisconsin,Beta,0.5208523,192,192,33
16825,Wisconsin,Beta,0.558165,192,173,33
16826,Wisconsin,Beta,0.50382864,192,140,33
16827,Wisconsin,Beta,0.43500483,192,122,33
16828,Wisconsin,Beta,0.554857,192,31,33
16829,Wisconsin,Beta,0.5189204,81,97,33
16830,Wisconsin,Beta,0.48048383,81,115,33
16831,Wisconsin,Beta,0.4703965,81,5,33
16832,Wisconsin,Beta,0.4620066,223,89,33
16833,Wisconsin,Beta,0.4410483,223,202,33
16834,Wisconsin,Beta,0.5733282,168,97,33
16835,Wisconsin,Beta,0.53806925,168,115,33
16836,Wisconsin,Beta,0.52407014,168,5,33
16837,Wisconsin,Beta,0.53217685,201,207,33
16838,Wisconsin,Beta,0.5287001,201,8,33
16839,Wisconsin,Beta,0.42152965,26,201,33
16840,Wisconsin,Beta,0.7028336,173,65,33
16841,Wisconsin,Beta,0.60231507,173,26,33
16842,Wisconsin,Beta,0.78037363,173,226,33
16843,Wisconsin,Beta,0.6461933,173,182,33
16844,Wisconsin,Beta,0.59864837,173,122,33
16845,Wisconsin,Beta,0.6292504,149,62,33
16846,Wisconsin,Beta,0.4413098,24,62,33
16847,Wisconsin,Beta,0.60455793,164,37,33
16848,Wisconsin,Beta,0.4873983,166,191,33
16849,Wisconsin,Beta,0.54094535,249,117,33
16850,Wisconsin,Beta,0.5655133,117,249,33
16851,Wisconsin,Beta,0.56630147,117,117,33
16852,Wisconsin,Beta,0.5766785,28,28,33
16853,Wisconsin,Beta,0.5702596,28,104,33
16854,Wisconsin,Beta,0.56601214,2,54,33
16855,Wisconsin,Beta,0.5619807,68,126,33
16856,Wisconsin,Beta,0.54198086,205,169,33
16857,Wisconsin,Beta,0.5662788,169,205,33
16858,Wisconsin,Beta,0.56918234,169,169,33
16859,Wisconsin,Beta,0.6020298,79,132,33
16860,Wisconsin,Beta,0.5093319,79,29,33
16861,Wisconsin,Beta,0.61472064,79,213,33
16862,Wisconsin,Beta,0.5076109,79,68,33
16863,Wisconsin,Beta,0.52348256,79,79,33
16864,Wisconsin,Beta,0.5554914,79,193,33
16865,Wisconsin,Beta,0.51403564,79,126,33
16866,Wisconsin,Beta,0.52561545,79,69,33
16867,Wisconsin,Beta,0.5447368,148,229,33
16868,Wisconsin,Beta,0.6216302,229,148,33
16869,Wisconsin,Beta,0.5624543,236,97,33
16870,Wisconsin,Beta,0.5282242,236,115,33
16871,Wisconsin,Beta,0.5119698,236,5,33
16872,Wisconsin,Beta,0.6054925,197,84,33
16873,Wisconsin,Beta,0.5044404,197,232,33
16874,Wisconsin,Beta,0.43462124,197,209,33
16875,Wisconsin,Beta,0.48437437,197,37,33
16876,Wisconsin,Beta,0.5554849,197,13,33
16877,Wisconsin,Beta,0.57249963,151,37,33
16878,Wisconsin,Beta,0.5542083,121,42,33
16879,Wisconsin,Beta,0.54096454,121,161,33
