,seed,prob,p1,p2,class 1,class 2
1392,90820,0.99995136,56,49,0,3
1393,90820,0.9999424,56,52,0,3
1394,90820,0.9999275,56,53,0,3
1395,90820,0.99994206,56,54,0,3
1396,90820,0.9999478,56,55,0,3
1397,90820,0.9998727,56,57,0,2
1398,90820,0.9999411,56,59,0,4
1399,90820,0.9999385,56,61,0,4
1400,90820,0.99995327,56,62,0,3
1401,90820,0.9999385,56,63,0,3
1402,90820,0.999949,56,64,0,3
1403,90820,0.99995136,56,65,0,3
1404,90820,0.9999485,56,68,0,3
1405,90820,0.99994266,56,69,0,3
1406,90820,0.9999169,56,74,0,4
1407,90820,0.9999323,56,75,0,3
1408,90820,0.9999417,56,77,0,3
1409,90820,0.999943,56,79,0,3
1410,90820,5.2063362e-05,56,80,0,4
1411,90820,0.9999331,56,81,0,3
1412,90820,0.9999498,56,82,0,2
1413,90820,8.387294e-05,56,84,0,2
1414,90820,0.9999473,56,85,0,4
1415,90820,0.9999349,56,87,0,3
1416,90820,0.99994004,56,89,0,3
1417,90820,0.99994266,56,90,0,3
1418,90820,0.99994063,56,91,0,3
1419,90820,0.9999478,56,93,0,3
1420,90820,0.99995434,56,94,0,3
1421,90820,0.99994814,56,97,0,3
1422,90820,0.9999449,56,98,0,3
1423,90820,0.99994457,56,103,0,3
1424,90820,0.999946,56,104,0,3
1425,90820,0.9999428,56,109,0,3
1426,90820,0.9999536,56,110,0,3
1427,90820,0.99994445,56,112,0,3
1428,90820,7.742263e-05,56,116,0,3
1429,90820,0.99993646,56,117,0,4
1430,90820,0.99995184,56,118,0,3
1431,90820,0.9999441,56,119,0,3
1432,90820,0.9999449,56,124,0,3
1433,90820,0.99994516,56,125,0,2
1434,90820,0.9999205,56,127,0,2
1435,90820,0.9999417,56,128,0,3
1436,90820,0.99994314,56,129,0,3
1437,90820,0.9999337,56,131,0,4
1438,90820,0.9999548,56,132,0,3
1439,90820,0.99994576,56,134,0,3
1440,90820,0.99994457,56,135,0,4
1441,90820,0.9999387,56,136,0,3
1442,90820,0.9999386,56,137,0,3
1443,90820,0.99992573,56,139,0,3
1444,90820,0.99994254,56,142,0,3
1445,90820,0.9999373,56,143,0,3
1446,90820,0.9999467,56,144,0,3
1447,90820,9.0420224e-05,56,146,0,3
1448,90820,0.99994767,56,147,0,2
1449,90820,0.9999417,56,149,0,4
1450,90820,0.9999441,56,150,0,3
1451,90820,0.99995255,56,153,0,3
1452,90820,0.99994206,56,154,0,3
1453,90820,0.99994016,56,155,0,3
1454,90820,5.2584885e-05,56,159,0,2
1455,90820,0.99993527,56,161,0,3
1456,90820,0.99994373,56,165,0,3
1457,90820,0.99993956,56,166,0,3
1458,90820,4.887922e-05,56,167,0,2
1459,90820,0.9999409,56,169,0,3
1460,90820,0.9999527,56,170,0,3
1461,90820,0.9999192,56,171,0,4
1462,90820,0.9999249,56,172,0,3
1463,90820,0.99995124,56,178,0,3
1464,90820,0.99994385,56,179,0,3
1465,90820,0.9999429,56,181,0,3
1466,90820,9.292431e-05,57,15,2,4
1467,90820,9.2537266e-05,57,22,2,3
1468,90820,8.6697015e-05,57,65,2,3
1469,90820,0.99995315,57,67,2,3
1470,90820,9.045084e-05,57,110,2,3
1471,90820,8.236793e-05,57,165,2,3
1472,90820,8.946042e-05,57,170,2,3
1473,90820,8.995735e-05,58,13,2,3
1474,90820,9.1908834e-05,58,88,2,0
1475,90820,9.441408e-05,58,102,2,4
1476,90820,0.000102769955,58,119,2,3
1477,90820,9.164392e-05,58,163,2,3
1478,90820,0.00010568726,59,16,4,3
1479,90820,0.000104250204,59,159,4,2
1480,90820,0.00010614933,60,16,4,3
1481,90820,0.000100564874,60,21,4,3
1482,90820,0.00010171874,61,84,4,2
1483,90820,8.584841e-05,63,58,3,2
1484,90820,0.00010083479,64,82,3,2
1485,90820,9.908213e-05,66,86,0,3
1486,90820,0.0,67,67,3,3
1487,90820,9.8960314e-05,70,147,4,2
1488,90820,0.000102400765,72,108,3,2
1489,90820,0.00010320236,73,66,4,0
1490,90820,0.0,73,73,4,4
1491,90820,8.424737e-05,73,158,4,0
1492,90820,9.607951e-05,74,22,4,3
1493,90820,8.2848215e-05,74,48,4,0
1494,90820,0.00010408184,75,116,3,3
1495,90820,0.000100750316,78,34,0,4
1496,90820,0.000103269,78,146,0,3
1497,90820,0.00010169963,79,82,3,2
1498,90820,0.000103448474,80,66,4,0
1499,90820,9.593641e-05,81,58,3,2
1500,90820,0.000101762496,82,64,2,3
1501,90820,0.00010102488,82,79,2,3
1502,90820,8.993728e-05,82,133,2,4
1503,90820,0.000101875514,82,144,2,3
1504,90820,0.00010007097,83,37,4,3
1505,90820,9.85706e-05,83,39,4,3
1506,90820,9.365672e-05,83,140,4,2
1507,90820,0.0001037486,84,23,2,3
1508,90820,0.000105066065,84,31,2,3
1509,90820,0.000105355604,84,34,2,4
1510,90820,0.000103876504,84,47,2,2
1511,90820,0.000104847575,84,62,2,3
1512,90820,0.00010346929,84,127,2,2
1513,90820,0.00010492419,84,147,2,2
1514,90820,0.000105281586,84,153,2,3
1515,90820,0.00010440023,85,16,4,3
1516,90820,0.0,86,86,3,3
1517,90820,0.000102397156,87,116,3,3
1518,90820,8.9339876e-05,88,102,0,4
1519,90820,0.99995935,89,151,3,4
1520,90820,0.0,90,90,3,3
1521,90820,9.230857e-05,90,140,3,2
1522,90820,9.2764865e-05,92,15,0,4
1523,90820,9.556516e-05,95,46,4,2
1524,90820,0.00010205219,95,66,4,0
1525,90820,8.394967e-05,95,76,4,0
1526,90820,0.0,95,95,4,4
1527,90820,7.602139e-05,95,157,4,2
1528,90820,8.166467e-05,99,79,4,3
1529,90820,9.155369e-05,99,94,4,3
1530,90820,9.328139e-05,99,132,4,3
1531,90820,0.00010239902,100,131,0,4
1532,90820,0.00010067569,101,5,0,3
1533,90820,0.000102060454,102,58,4,2
1534,90820,0.000105286905,102,66,4,0
1535,90820,0.0,102,102,4,4
1536,90820,8.5292886e-05,105,144,0,3
1537,90820,7.8391604e-05,106,9,4,0
1538,90820,0.99995637,107,108,3,2
1539,90820,0.000102649,108,11,2,3
1540,90820,9.4648996e-05,108,45,2,3
1541,90820,9.3906856e-05,108,72,2,3
1542,90820,9.42882e-05,111,85,0,4
1543,90820,9.2745315e-05,114,49,0,3
1544,90820,9.911501e-05,116,76,3,0
1545,90820,0.00010169731,117,146,4,3
1546,90820,9.6588796e-05,119,58,3,2
1547,90820,6.89696e-05,120,140,3,2
1548,90820,5.329738e-05,120,156,3,0
1549,90820,9.073635e-05,122,167,3,2
1550,90820,0.000104465355,123,16,0,3
1551,90820,9.669855e-05,125,54,2,3
1552,90820,0.000104556435,126,16,4,3
1553,90820,8.9101486e-05,126,18,4,0
1554,90820,9.8803415e-05,126,29,4,2
1555,90820,9.956003e-05,127,23,2,3
1556,90820,0.00010052546,127,31,2,3
1557,90820,0.00010029825,127,55,2,3
1558,90820,0.000101231344,127,62,2,3
1559,90820,0.00010584217,127,84,2,2
1560,90820,9.8830846e-05,127,129,2,3
1561,90820,0.00010079259,127,153,2,3
1562,90820,9.947103e-05,127,171,2,4
1563,90820,9.071317e-05,130,24,0,3
1564,90820,0.00010340696,131,66,4,0
1565,90820,0.00010435135,131,84,4,2
1566,90820,8.070324e-05,131,100,4,0
1567,90820,7.966784e-05,131,138,4,0
1568,90820,8.810148e-05,131,168,4,0
1569,90820,0.00010143736,133,16,4,3
1570,90820,9.7918375e-05,133,64,4,3
1571,90820,9.6756106e-05,133,82,4,2
1572,90820,9.957893e-05,133,178,4,3
1573,90820,0.0,134,134,3,3
1574,90820,6.5393135e-05,139,18,3,0
1575,90820,0.00010202785,140,39,2,3
1576,90820,9.470335e-05,140,83,2,4
1577,90820,0.00010249807,140,90,2,3
1578,90820,6.529225e-05,141,48,3,0
1579,90820,9.7135046e-05,141,116,3,3
1580,90820,0.00010052297,144,82,3,2
1581,90820,8.708769e-05,145,168,3,0
1582,90820,9.4821626e-05,148,146,3,3
1583,90820,0.0,148,148,3,3
1584,90820,9.129015e-05,148,159,3,2
1585,90820,9.945367e-05,151,66,4,0
1586,90820,9.136322e-05,151,89,4,3
1587,90820,6.542969e-05,151,152,4,3
1588,90820,0.0,156,156,0,0
1589,90820,9.1698734e-05,158,73,0,4
1590,90820,0.0001023873,159,44,2,3
1591,90820,0.00010165949,159,59,2,4
1592,90820,0.000101100624,159,150,2,3
1593,90820,0.00010401228,160,116,3,3
1594,90820,0.00010094072,161,116,3,3
1595,90820,0.00010172126,162,29,4,2
1596,90820,0.00010467864,162,66,4,0
1597,90820,9.403939e-05,163,58,3,2
1598,90820,0.0,163,163,3,3
1599,90820,0.00010558943,164,146,0,3
1600,90820,0.00010424215,168,131,0,4
1601,90820,9.677576e-05,171,6,4,0
1602,90820,0.000101667254,171,66,4,0
1603,90820,0.000101878526,171,84,4,2
1604,90820,8.173727e-05,171,113,4,0
1605,90820,9.235083e-05,171,129,4,3
1606,90820,7.223794e-05,172,113,3,0
1607,90820,7.460352e-05,173,8,2,3
1608,90820,9.414051e-05,173,55,2,3
1609,90820,0.00010088615,173,84,2,2
1610,90820,0.99995494,173,96,2,3
1611,90820,8.8194785e-05,173,131,2,4
1612,90820,0.99995184,173,145,2,3
1613,90820,6.2025116e-05,173,175,2,3
1614,90820,9.2556686e-05,174,15,0,4
1615,90820,0.0,175,175,3,3
1616,90820,9.6949785e-05,176,80,0,4
1617,90820,9.816949e-05,177,84,4,2
1618,90820,7.603125e-05,177,156,4,0
1619,90820,9.512865e-05,177,167,4,2
1620,90820,0.00010065544,180,47,4,2
1621,90820,0.00010456771,180,66,4,0
1622,90820,0.00010464481,180,84,4,2
1623,90820,0.0,180,180,4,4
1624,90820,8.599147e-05,182,29,3,2
1625,9685,8.39817e-05,0,58,3,2
1626,9685,0.9999521,0,121,3,0
1627,9685,8.5894266e-05,1,80,0,4
1628,9685,6.4483516e-05,2,8,2,3
1629,9685,9.571966e-05,4,66,4,0
1630,9685,9.5059375e-05,4,146,4,3
1631,9685,0.99994445,4,164,4,0
1632,9685,6.3311076e-05,7,14,0,3
1633,9685,9.594886e-05,7,34,0,4
1634,9685,7.6686585e-05,10,108,3,2
1635,9685,9.745383e-05,11,94,3,3
1636,9685,9.962509e-05,11,108,3,2
1637,9685,0.0,13,13,3,3
1638,9685,9.701008e-05,13,58,3,2
1639,9685,0.0,15,15,4,4
1640,9685,0.00010137741,15,16,4,3
1641,9685,9.873476e-05,15,22,4,3
1642,9685,9.862654e-05,15,65,4,3
1643,9685,9.8833574e-05,15,165,4,3
1644,9685,9.7416014e-05,17,29,3,2
1645,9685,9.5803945e-05,18,126,0,4
1646,9685,6.536988e-05,20,5,0,3
1647,9685,4.265247e-05,20,15,0,4
1648,9685,8.109529e-05,20,16,0,3
1649,9685,0.9999355,20,115,0,3
1650,9685,0.00010051511,23,127,3,2
1651,9685,0.00010156851,23,147,3,2
1652,9685,9.6472264e-05,25,84,1,2
1653,9685,9.091321e-05,25,167,1,2
1654,9685,9.95701e-05,28,80,0,4
1655,9685,0.00010229898,28,146,0,3
1656,9685,0.00010219679,29,17,2,3
1657,9685,0.00010196191,29,97,2,3
1658,9685,8.969969e-05,29,162,2,4
1659,9685,9.994404e-05,30,146,3,3
1660,9685,9.624943e-05,30,159,3,2
1661,9685,0.0,34,34,4,4
1662,9685,0.00010497673,34,66,4,0
1663,9685,0.00010591244,34,84,4,2
1664,9685,9.51281e-05,36,21,2,3
1665,9685,0.9999485,36,60,2,4
1666,9685,9.833186e-05,39,140,3,2
1667,9685,8.399924e-05,40,24,0,3
1668,9685,9.611186e-05,41,66,4,0
1669,9685,9.913052e-05,41,84,4,2
1670,9685,9.3181996e-05,41,104,4,3
1671,9685,9.071395e-05,41,118,4,3
1672,9685,9.295072e-05,42,34,0,4
1673,9685,9.351947e-05,42,93,0,3
1674,9685,0.00010129672,44,159,3,2
1675,9685,0.0,45,45,3,3
1676,9685,9.866041e-05,45,108,3,2
1677,9685,0.99995506,46,95,2,4
1678,9685,0.00010554374,47,84,2,2
1679,9685,8.364355e-05,47,180,2,4
1680,9685,9.5807874e-05,50,34,0,4
1681,9685,9.694673e-05,50,68,0,3
1682,9685,9.642471e-05,50,150,0,3
1683,9685,0.00010272576,51,116,3,3
1684,9685,5.977798e-05,53,71,3,3
1685,9685,9.908071e-05,54,125,3,2
1686,9685,0.00010588981,55,116,3,3
1687,9685,0.99994135,56,3,0,3
1688,9685,7.2040304e-05,56,5,0,3
1689,9685,0.9999511,56,6,0,0
1690,9685,0.9999529,56,9,0,0
1691,9685,0.9999372,56,11,0,3
1692,9685,0.99994135,56,12,0,3
1693,9685,9.328522e-05,56,16,0,3
1694,9685,0.99994373,56,17,0,3
1695,9685,0.9999443,56,19,0,3
1696,9685,0.9999528,56,21,0,3
1697,9685,4.843184e-05,56,22,0,3
1698,9685,0.99994063,56,23,0,3
1699,9685,0.9999496,56,24,0,3
1700,9685,0.9999385,56,26,0,3
1701,9685,0.9999434,56,27,0,3
1702,9685,0.99994516,56,29,0,2
1703,9685,0.9999311,56,30,0,3
1704,9685,0.99994767,56,31,0,3
1705,9685,0.9999418,56,32,0,4
1706,9685,0.9999423,56,33,0,3
1707,9685,5.7521334e-05,56,34,0,4
1708,9685,0.99993885,56,35,0,4
1709,9685,0.9999466,56,37,0,3
1710,9685,0.9999399,56,38,0,3
1711,9685,0.9999471,56,39,0,3
1712,9685,0.99990916,56,41,0,4
1713,9685,0.99994504,56,43,0,3
1714,9685,0.99994123,56,44,0,3
1715,9685,0.9999386,56,46,0,2
1716,9685,0.99993765,56,47,0,2
1717,9685,0.9999472,56,49,0,3
1718,9685,0.99993896,56,52,0,3
1719,9685,0.99991727,56,53,0,3
1720,9685,0.9999429,56,54,0,3
1721,9685,0.9999447,56,55,0,3
1722,9685,0.99987364,56,57,0,2
1723,9685,0.9999404,56,59,0,4
1724,9685,0.999938,56,61,0,4
1725,9685,0.99994266,56,62,0,3
1726,9685,0.99993837,56,63,0,3
1727,9685,0.9999472,56,64,0,3
1728,9685,0.9999472,56,65,0,3
1729,9685,0.9999479,56,68,0,3
1730,9685,0.9999436,56,69,0,3
1731,9685,0.99991393,56,74,0,4
1732,9685,0.99993014,56,75,0,3
1733,9685,0.9999405,56,77,0,3
1734,9685,0.99994934,56,79,0,3
1735,9685,4.810411e-05,56,80,0,4
1736,9685,0.9999324,56,81,0,3
1737,9685,0.99994624,56,82,0,2
1738,9685,7.394377e-05,56,84,0,2
1739,9685,0.9999479,56,85,0,4
1740,9685,0.99993324,56,87,0,3
1741,9685,0.9999424,56,89,0,3
1742,9685,0.99993956,56,90,0,3
1743,9685,0.99994123,56,91,0,3
1744,9685,0.9999497,56,93,0,3
1745,9685,0.9999441,56,94,0,3
1746,9685,0.9999453,56,97,0,3
1747,9685,0.999944,56,98,0,3
1748,9685,0.99994206,56,103,0,3
1749,9685,0.99995065,56,104,0,3
1750,9685,0.99994206,56,109,0,3
1751,9685,0.9999504,56,110,0,3
1752,9685,0.999943,56,112,0,3
1753,9685,7.8016936e-05,56,116,0,3
1754,9685,0.9999366,56,117,0,4
1755,9685,0.9999479,56,118,0,3
1756,9685,0.9999423,56,119,0,3
1757,9685,0.9999441,56,124,0,3
1758,9685,0.9999447,56,125,0,2
1759,9685,0.99991846,56,127,0,2
1760,9685,0.9999398,56,128,0,3
1761,9685,0.99994826,56,129,0,3
1762,9685,0.9999316,56,131,0,4
1763,9685,0.99995315,56,132,0,3
1764,9685,0.99994457,56,134,0,3
1765,9685,0.9999411,56,135,0,4
1766,9685,0.99993825,56,136,0,3
1767,9685,0.9999374,56,137,0,3
1768,9685,0.9999243,56,139,0,3
1769,9685,0.9999428,56,142,0,3
1770,9685,0.99993634,56,143,0,3
1771,9685,0.99995315,56,144,0,3
1772,9685,8.814618e-05,56,146,0,3
1773,9685,0.99995136,56,147,0,2
1774,9685,0.99994195,56,149,0,4
1775,9685,0.99994934,56,150,0,3
1776,9685,0.999946,56,153,0,3
1777,9685,0.99994135,56,154,0,3
1778,9685,0.99994147,56,155,0,3
1779,9685,0.99994946,56,159,0,2
1780,9685,0.9999349,56,161,0,3
1781,9685,0.99994826,56,165,0,3
1782,9685,0.9999373,56,166,0,3
1783,9685,6.190652e-05,56,167,0,2
1784,9685,0.9999392,56,169,0,3
1785,9685,0.99994946,56,170,0,3
1786,9685,0.9999186,56,171,0,4
1787,9685,0.9999287,56,172,0,3
1788,9685,0.99994993,56,178,0,3
1789,9685,0.9999416,56,179,0,3
1790,9685,0.9999428,56,181,0,3
1791,9685,9.7684475e-05,57,15,2,4
1792,9685,9.284327e-05,57,22,2,3
1793,9685,8.6891676e-05,57,65,2,3
1794,9685,0.99994874,57,67,2,3
1795,9685,8.941198e-05,57,110,2,3
1796,9685,8.754682e-05,57,165,2,3
1797,9685,8.822498e-05,57,170,2,3
1798,9685,9.117115e-05,58,13,2,3
1799,9685,9.188334e-05,58,88,2,0
1800,9685,9.486161e-05,58,102,2,4
1801,9685,0.00010266995,58,119,2,3
1802,9685,9.152873e-05,58,163,2,3
1803,9685,0.00010428083,59,16,4,3
1804,9685,0.00010053648,59,159,4,2
1805,9685,0.000106055646,60,16,4,3
1806,9685,0.00010217497,60,21,4,3
1807,9685,0.00010186026,61,84,4,2
1808,9685,8.6337626e-05,63,58,3,2
1809,9685,0.00010115974,64,82,3,2
1810,9685,9.7344695e-05,66,86,0,3
1811,9685,0.0,67,67,3,3
1812,9685,9.9809564e-05,70,147,4,2
1813,9685,0.000100781064,72,108,3,2
1814,9685,0.00010235977,73,66,4,0
1815,9685,0.0,73,73,4,4
1816,9685,0.99996364,73,158,4,0
1817,9685,9.878702e-05,74,22,4,3
1818,9685,8.664073e-05,74,48,4,0
1819,9685,0.00010331598,75,116,3,3
1820,9685,0.00010093071,78,34,0,4
1821,9685,0.000103055725,78,146,0,3
1822,9685,9.998665e-05,79,82,3,2
1823,9685,0.00010306319,80,66,4,0
1824,9685,9.349904e-05,81,58,3,2
1825,9685,0.00010140554,82,64,2,3
1826,9685,0.000102021724,82,79,2,3
1827,9685,9.010846e-05,82,133,2,4
1828,9685,0.00010313093,82,144,2,3
1829,9685,9.969912e-05,83,37,4,3
1830,9685,9.878806e-05,83,39,4,3
1831,9685,9.257478e-05,83,140,4,2
1832,9685,0.0001041001,84,23,2,3
1833,9685,0.00010427903,84,31,2,3
1834,9685,0.00010518516,84,34,2,4
1835,9685,0.00010365614,84,47,2,2
1836,9685,0.00010347847,84,62,2,3
1837,9685,0.00010375829,84,127,2,2
1838,9685,0.00010484458,84,147,2,2
1839,9685,0.000104144776,84,153,2,3
1840,9685,0.00010334081,85,16,4,3
1841,9685,0.0,86,86,3,3
1842,9685,0.0001023829,87,116,3,3
1843,9685,9.0611145e-05,88,102,0,4
1844,9685,0.99995995,89,151,3,4
1845,9685,0.0,90,90,3,3
1846,9685,9.529643e-05,90,140,3,2
1847,9685,9.183069e-05,92,15,0,4
1848,9685,9.60371e-05,95,46,4,2
1849,9685,0.00010233654,95,66,4,0
1850,9685,8.546753e-05,95,76,4,0
1851,9685,0.0,95,95,4,4
1852,9685,7.759536e-05,95,157,4,2
1853,9685,8.929934e-05,99,79,4,3
1854,9685,8.2886225e-05,99,94,4,3
1855,9685,9.222859e-05,99,132,4,3
1856,9685,0.000101701866,100,131,0,4
1857,9685,9.875905e-05,101,5,0,3
1858,9685,0.00010145438,102,58,4,2
1859,9685,0.0001051324,102,66,4,0
1860,9685,0.0,102,102,4,4
1861,9685,8.9117806e-05,105,144,0,3
1862,9685,8.809929e-05,106,9,4,0
1863,9685,6.0822436e-05,107,108,3,2
1864,9685,0.0001026396,108,11,2,3
1865,9685,9.1777816e-05,108,45,2,3
1866,9685,9.111378e-05,108,72,2,3
1867,9685,9.516376e-05,111,85,0,4
1868,9685,9.186047e-05,114,49,0,3
1869,9685,9.891211e-05,116,76,3,0
1870,9685,0.00010408929,117,146,4,3
1871,9685,9.509899e-05,119,58,3,2
1872,9685,6.686792e-05,120,140,3,2
1873,9685,0.9999552,120,156,3,0
1874,9685,8.833096e-05,122,167,3,2
1875,9685,0.00010408293,123,16,0,3
1876,9685,9.785826e-05,125,54,2,3
1877,9685,0.00010462516,126,16,4,3
1878,9685,8.978844e-05,126,18,4,0
1879,9685,9.957e-05,126,29,4,2
1880,9685,9.908657e-05,127,23,2,3
1881,9685,9.9897734e-05,127,31,2,3
1882,9685,9.9935656e-05,127,55,2,3
1883,9685,9.837181e-05,127,62,2,3
1884,9685,0.00010625272,127,84,2,2
1885,9685,0.000100124234,127,129,2,3
1886,9685,9.9628516e-05,127,153,2,3
1887,9685,9.9894016e-05,127,171,2,4
1888,9685,8.842678e-05,130,24,0,3
1889,9685,0.00010423082,131,66,4,0
1890,9685,0.0001052322,131,84,4,2
1891,9685,8.1227714e-05,131,100,4,0
1892,9685,8.059865e-05,131,138,4,0
1893,9685,8.775569e-05,131,168,4,0
1894,9685,0.00010222272,133,16,4,3
1895,9685,9.7221404e-05,133,64,4,3
1896,9685,9.601988e-05,133,82,4,2
1897,9685,9.919765e-05,133,178,4,3
1898,9685,0.0,134,134,3,3
1899,9685,6.788907e-05,139,18,3,0
1900,9685,0.000102150414,140,39,2,3
1901,9685,9.555395e-05,140,83,2,4
1902,9685,0.000101536934,140,90,2,3
1903,9685,5.3442378e-05,141,48,3,0
1904,9685,9.687843e-05,141,116,3,3
1905,9685,9.863567e-05,144,82,3,2
1906,9685,8.939271e-05,145,168,3,0
1907,9685,9.7473065e-05,148,146,3,3
1908,9685,0.0,148,148,3,3
1909,9685,8.886797e-05,148,159,3,2
1910,9685,0.00010047342,151,66,4,0
1911,9685,9.324263e-05,151,89,4,3
1912,9685,6.982048e-05,151,152,4,3
1913,9685,0.0,156,156,0,0
1914,9685,8.506651e-05,158,73,0,4
1915,9685,0.00010157722,159,44,2,3
1916,9685,0.00010262718,159,59,2,4
1917,9685,0.000102735954,159,150,2,3
1918,9685,0.00010310861,160,116,3,3
1919,9685,0.00010035661,161,116,3,3
1920,9685,0.00010273076,162,29,4,2
1921,9685,0.00010490968,162,66,4,0
1922,9685,9.4045485e-05,163,58,3,2
1923,9685,0.0,163,163,3,3
1924,9685,0.00010617767,164,146,0,3
1925,9685,0.00010344473,168,131,0,4
1926,9685,9.828274e-05,171,6,4,0
1927,9685,9.984773e-05,171,66,4,0
1928,9685,0.00010272273,171,84,4,2
1929,9685,8.203745e-05,171,113,4,0
1930,9685,9.5711905e-05,171,129,4,3
1931,9685,7.43353e-05,172,113,3,0
1932,9685,8.098509e-05,173,8,2,3
1933,9685,9.237496e-05,173,55,2,3
1934,9685,0.00010211448,173,84,2,2
1935,9685,6.913528e-05,173,96,2,3
1936,9685,8.9158086e-05,173,131,2,4
1937,9685,0.99995077,173,145,2,3
1938,9685,5.502197e-05,173,175,2,3
1939,9685,9.190779e-05,174,15,0,4
1940,9685,0.0,175,175,3,3
1941,9685,9.732511e-05,176,80,0,4
1942,9685,9.7251635e-05,177,84,4,2
1943,9685,8.268177e-05,177,156,4,0
1944,9685,9.109327e-05,177,167,4,2
1945,9685,0.00010021593,180,47,4,2
1946,9685,0.00010440171,180,66,4,0
1947,9685,0.000104711085,180,84,4,2
1948,9685,0.0,180,180,4,4
1949,9685,8.527572e-05,182,29,3,2
